record_id	record_name	record_description	record_dbxrefs	record_annotations_molecule_type	record_annotations_topology	record_annotations_data_file_division	record_annotations_date	record_annotations_accessions	record_annotations_sequence_version	record_annotations_keywords	record_annotations_source	record_annotations_organism	record_annotations_taxonomy	feature_id	feature_type	feature_strand	feature_location_start	feature_location_end	feature_location_strand	feature_location_operator	feature_qualifier_organism	feature_qualifier_mol_type	feature_qualifier_db_xref	feature_qualifier_gene	feature_qualifier_note	feature_qualifier_codon_start	feature_qualifier_transl_table	feature_qualifier_regulatory_class	feature_qualifier_product	feature_qualifier_protein_id	feature_qualifier_strain	feature_qualifier_locus_tag	feature_qualifier_lab_host	feature_qualifier_isolate	feature_qualifier_allele	feature_qualifier_standard_name	feature_qualifier_mobile_element_type	feature_qualifier_EC_number	feature_qualifier_function	feature_qualifier_type_material	feature_qualifier_cultivar	feature_qualifier_chromosome	feature_qualifier_host	feature_qualifier_plasmid	feature_qualifier_country	feature_qualifier_collection_date	feature_qualifier_isolation_source	feature_qualifier_lat_lon	feature_qualifier_inference	feature_qualifier_clone	feature_qualifier_sub_strain	feature_qualifier_ecotype	feature_qualifier_gene_synonym	feature_qualifier_collected_by	feature_qualifier_sub_species	feature_qualifier_culture_collection	feature_qualifier_serovar	feature_qualifier_serotype	feature_qualifier_altitude	feature_qualifier_identified_by	feature_qualifier_mating_type	feature_qualifier_tissue_type	feature_qualifier_sex	feature_qualifier_dev_stage	feature_qualifier_PCR_primers	feature_qualifier_rpt_type	feature_qualifier_segment	feature_qualifier_specimen_voucher	feature_qualifier_citation	feature_qualifier_cell_type
MK040731.1	MK040731	Synthetic construct mKelly1 (mKelly1) gene, complete cds		DNA	linear	SYN	18-NOV-2018	MK040731|REGION:|4..654	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	CDS	1	0	651	1		synthetic construct	other DNA	taxon:32630	mKelly1	monomeric far-red fluorescent protein; derived from dimeric RFP mCardinal; optimized for expression in Escherichia coli	1	11		mKelly1	AYV61461.1																																								
MK040731.1	MK040731	Synthetic construct mKelly1 (mKelly1) gene, complete cds		DNA	linear	SYN	18-NOV-2018	MK040731|REGION:|4..654	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	CDS	1	0	651	1		synthetic construct	other DNA	taxon:32630	mKelly1	monomeric far-red fluorescent protein; derived from dimeric RFP mCardinal; optimized for expression in Escherichia coli	1	11		mKelly1	AYV61461.1																																								
MK040731.1	MK040731	Synthetic construct mKelly1 (mKelly1) gene, complete cds		DNA	linear	SYN	18-NOV-2018	MK040731|REGION:|4..654	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	CDS	1	0	651	1		synthetic construct	other DNA	taxon:32630	mKelly1	monomeric far-red fluorescent protein; derived from dimeric RFP mCardinal; optimized for expression in Escherichia coli	1	11		mKelly1	AYV61461.1																																								
MK044347.1	MK044347	Vector CFP.delAdPol.GFP, complete sequence		DNA	linear	SYN	07-JAN-2019	MK044347|REGION:|34228..34921	1		Vector CFP.delAdPol.GFP	Vector CFP.delAdPol.GFP	other sequences|artificial sequences|vectors	<unknown id>	regulatory	-1	657	694	-1		Vector CFP.delAdPol.GFP	other DNA	taxon:2494245	cat	promoter of the E. coli cat gene; label: cat promoter	1	11	promoter	chloramphenicol acetyltransferase	AZP53535.1																																								
MK044347.1	MK044347	Vector CFP.delAdPol.GFP, complete sequence		DNA	linear	SYN	07-JAN-2019	MK044347|REGION:|34228..34921	1		Vector CFP.delAdPol.GFP	Vector CFP.delAdPol.GFP	other sequences|artificial sequences|vectors	<unknown id>	regulatory	-1	657	694	-1		Vector CFP.delAdPol.GFP	other DNA	taxon:2494245	cat	promoter of the E. coli cat gene; label: cat promoter	1	11	promoter	chloramphenicol acetyltransferase	AZP53535.1																																								
MK044347.1	MK044347	Vector CFP.delAdPol.GFP, complete sequence		DNA	linear	SYN	07-JAN-2019	MK044347|REGION:|34228..34921	1		Vector CFP.delAdPol.GFP	Vector CFP.delAdPol.GFP	other sequences|artificial sequences|vectors	<unknown id>	regulatory	-1	657	694	-1		Vector CFP.delAdPol.GFP	other DNA	taxon:2494245	cat	promoter of the E. coli cat gene; label: cat promoter	1	11	promoter	chloramphenicol acetyltransferase	AZP53535.1																																								
MK044347.1	MK044347	Vector CFP.delAdPol.GFP, complete sequence		DNA	linear	SYN	07-JAN-2019	MK044347|REGION:|34228..34921	1		Vector CFP.delAdPol.GFP	Vector CFP.delAdPol.GFP	other sequences|artificial sequences|vectors	<unknown id>	regulatory	-1	657	694	-1		Vector CFP.delAdPol.GFP	other DNA	taxon:2494245	cat	promoter of the E. coli cat gene; label: cat promoter	1	11	promoter	chloramphenicol acetyltransferase	AZP53535.1																																								
MK044347.1	MK044347	Vector CFP.delAdPol.GFP, complete sequence		DNA	linear	SYN	07-JAN-2019	MK044347|REGION:|34228..34921	1		Vector CFP.delAdPol.GFP	Vector CFP.delAdPol.GFP	other sequences|artificial sequences|vectors	<unknown id>	regulatory	-1	657	694	-1		Vector CFP.delAdPol.GFP	other DNA	taxon:2494245	cat	promoter of the E. coli cat gene; label: cat promoter	1	11	promoter	chloramphenicol acetyltransferase	AZP53535.1																																								
MK542539.1	MK542539	Expression vector pLT_164, complete sequence		DNA	linear	SYN	27-AUG-2019	MK542539|REGION:|11541..11645	1		Expression vector pLT_164	Expression vector pLT_164	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	105	1		Expression vector pLT_164	other DNA	taxon:2601586																																															
MK791524.1	MK791524	Binary cloning vector pRGEB32Bar-Cas9, complete sequence		DNA	linear	SYN	05-NOV-2019	MK791524|REGION:|8612..8642	1		Binary cloning vector pRGEB32Bar-Cas9	Binary cloning vector pRGEB32Bar-Cas9	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	31	1		Binary cloning vector pRGEB32Bar-Cas9	other DNA	taxon:2662271																																															
MK801286.1	MK801286	Cloning vector RS511_ErbB-RASER1C-OFP, complete sequence		DNA	linear	SYN	18-MAY-2019	MK801286|REGION:|7854..8021	1		Cloning vector RS511_ErbB-RASER1C-OFP	Cloning vector RS511_ErbB-RASER1C-OFP	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	167	1		Cloning vector RS511_ErbB-RASER1C-OFP	other DNA	taxon:2577059		truncHIV-1_3_LTR																																													
MK801286.1	MK801286	Cloning vector RS511_ErbB-RASER1C-OFP, complete sequence		DNA	linear	SYN	18-MAY-2019	MK801286|REGION:|7854..8021	1		Cloning vector RS511_ErbB-RASER1C-OFP	Cloning vector RS511_ErbB-RASER1C-OFP	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	167	1		Cloning vector RS511_ErbB-RASER1C-OFP	other DNA	taxon:2577059		truncHIV-1_3_LTR																																													
MK836322.1	MK836322	Promoter probe vector pNG1, complete sequence		DNA	linear	SYN	11-NOV-2019	MK836322|REGION:|5908..6002	1		Promoter probe vector pNG1	Promoter probe vector pNG1	other sequences|artificial sequences|vectors	<unknown id>	regulatory	1	0	95	1		Promoter probe vector pNG1	other DNA	taxon:2664944		lambda T0 terminator region			terminator																																										
MK836322.1	MK836322	Promoter probe vector pNG1, complete sequence		DNA	linear	SYN	11-NOV-2019	MK836322|REGION:|5908..6002	1		Promoter probe vector pNG1	Promoter probe vector pNG1	other sequences|artificial sequences|vectors	<unknown id>	regulatory	1	0	95	1		Promoter probe vector pNG1	other DNA	taxon:2664944		lambda T0 terminator region			terminator																																										
MK887343.1	MK887343	Vector pYBC-01a, complete sequence		DNA	linear	SYN	31-DEC-2019	MK887343|REGION:|3..107	1		Vector pYBC-01a	Vector pYBC-01a	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	105	1		Vector pYBC-01a	other DNA	taxon:2678240																																															
MN005206.1	MN005206	Integration vector LacI-T7-lacZ, complete sequence		DNA	linear	SYN	22-JUN-2019	MN005206|REGION:|3449..6497	1		Integration vector LacI-T7-lacZ	Integration vector LacI-T7-lacZ	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	3049	1		Integration vector LacI-T7-lacZ	other DNA	taxon:2589008	lacZ		3	11		beta-galactosidase	QDC19344.1			Bacillus subtilis PY79																																					
MN005206.1	MN005206	Integration vector LacI-T7-lacZ, complete sequence		DNA	linear	SYN	22-JUN-2019	MN005206|REGION:|3449..6497	1		Integration vector LacI-T7-lacZ	Integration vector LacI-T7-lacZ	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	3049	1		Integration vector LacI-T7-lacZ	other DNA	taxon:2589008	lacZ		3	11		beta-galactosidase	QDC19344.1			Bacillus subtilis PY79																																					
MN005206.1	MN005206	Integration vector LacI-T7-lacZ, complete sequence		DNA	linear	SYN	22-JUN-2019	MN005206|REGION:|3449..6497	1		Integration vector LacI-T7-lacZ	Integration vector LacI-T7-lacZ	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	3049	1		Integration vector LacI-T7-lacZ	other DNA	taxon:2589008	lacZ		3	11		beta-galactosidase	QDC19344.1			Bacillus subtilis PY79																																					
MN458559.1	MN458559	Synthetic human alphaherpesvirus 1 clone HSV-1_GFP_Luc_BAC, complete genome		DNA	linear	SYN	30-SEP-2019	MN458559|REGION:|78429..79122	1		synthetic human alphaherpesvirus 1	synthetic human alphaherpesvirus 1	other sequences|artificial sequences	<unknown id>	source	1	0	694	1		synthetic human alphaherpesvirus 1	other DNA	taxon:2021202		derived from HSV-1 (F)																		Homo sapiens							HSV-1_GFP_Luc_BAC																				
MN551089.1	MN551089	Expression vector pVG316_vasa-Cas9, complete sequence		DNA	linear	SYN	02-NOV-2019	MN551089|REGION:|171..1031	1		Expression vector pVG316_vasa-Cas9	Expression vector pVG316_vasa-Cas9	other sequences|artificial sequences|vectors	<unknown id>	CDS	-1	0	861	-1		Expression vector pVG316_vasa-Cas9	other DNA	taxon:2662122	AmpR	confers resistance to ampicillin, carbenicillin, and related antibiotics	1	11		AmpR	QFU20106.1																																								
MN551089.1	MN551089	Expression vector pVG316_vasa-Cas9, complete sequence		DNA	linear	SYN	02-NOV-2019	MN551089|REGION:|171..1031	1		Expression vector pVG316_vasa-Cas9	Expression vector pVG316_vasa-Cas9	other sequences|artificial sequences|vectors	<unknown id>	CDS	-1	0	861	-1		Expression vector pVG316_vasa-Cas9	other DNA	taxon:2662122	AmpR	confers resistance to ampicillin, carbenicillin, and related antibiotics	1	11		AmpR	QFU20106.1																																								
MN551089.1	MN551089	Expression vector pVG316_vasa-Cas9, complete sequence		DNA	linear	SYN	02-NOV-2019	MN551089|REGION:|171..1031	1		Expression vector pVG316_vasa-Cas9	Expression vector pVG316_vasa-Cas9	other sequences|artificial sequences|vectors	<unknown id>	CDS	-1	0	861	-1		Expression vector pVG316_vasa-Cas9	other DNA	taxon:2662122	AmpR	confers resistance to ampicillin, carbenicillin, and related antibiotics	1	11		AmpR	QFU20106.1																																								
MN654101.1	MN654101	Cloning vector pAS59_yPSAT1_n, complete sequence		DNA	linear	SYN	01-MAR-2020	MN654101|REGION:|719..823	1		Cloning vector pAS59_yPSAT1_n	Cloning vector pAS59_yPSAT1_n	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	105	1		Cloning vector pAS59_yPSAT1_n	other DNA	taxon:2712897		derived from pUC19																																													
MN654101.1	MN654101	Cloning vector pAS59_yPSAT1_n, complete sequence		DNA	linear	SYN	01-MAR-2020	MN654101|REGION:|719..823	1		Cloning vector pAS59_yPSAT1_n	Cloning vector pAS59_yPSAT1_n	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	105	1		Cloning vector pAS59_yPSAT1_n	other DNA	taxon:2712897		derived from pUC19																																													
MN728541.1	MN728541	Cloning vector 35S-GFP, complete sequence		DNA	linear	SYN	20-JAN-2020	MN728541|REGION:|2381..2485	1		Cloning vector 35S-GFP	Cloning vector 35S-GFP	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	105	1		Cloning vector 35S-GFP	other DNA	taxon:2698388																																															
MN735463.1	MN735463	Cloning vector pABE, complete sequence		DNA	linear	SYN	14-JAN-2020	MN735463|REGION:|8730..9380	1		Cloning vector pABE	Cloning vector pABE	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	651	1		Cloning vector pABE	other DNA	taxon:2697006	cat		1	11		chloramphenicol resistance protein	QHD44351.1																																								
MN735463.1	MN735463	Cloning vector pABE, complete sequence		DNA	linear	SYN	14-JAN-2020	MN735463|REGION:|8730..9380	1		Cloning vector pABE	Cloning vector pABE	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	651	1		Cloning vector pABE	other DNA	taxon:2697006	cat		1	11		chloramphenicol resistance protein	QHD44351.1																																								
MN735463.1	MN735463	Cloning vector pABE, complete sequence		DNA	linear	SYN	14-JAN-2020	MN735463|REGION:|8730..9380	1		Cloning vector pABE	Cloning vector pABE	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	651	1		Cloning vector pABE	other DNA	taxon:2697006	cat		1	11		chloramphenicol resistance protein	QHD44351.1																																								
MN913428.1	MN913428	Cloning vector pRGPDuo2, complete sequence		DNA	linear	SYN	20-JUN-2020	MN913428|REGION:|796..845	1		Cloning vector pRGPDuo2	Cloning vector pRGPDuo2	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	50	1		Cloning vector pRGPDuo2	other DNA	taxon:2744475																																															
MN989412.1	MN989412	Mutant HIV-1 isolate J-Lat10.6_HIV, complete genome		DNA	linear	SYN	04-MAR-2020	MN989412|REGION:|181..580	1		Human immunodeficiency virus 1 (HIV-1)	Human immunodeficiency virus 1	Viruses|Riboviria|Pararnavirae|Artverviricota|Revtraviricetes|Ortervirales|Retroviridae|Orthoretrovirinae|Lentivirus	<unknown id>	repeat_region	1	0	400	1		Human immunodeficiency virus 1	genomic DNA	taxon:11676		5' LTR									J-Lat10.6_HIV									Homo sapiens																							long_terminal_repeat				
MN989412.1	MN989412	Mutant HIV-1 isolate J-Lat10.6_HIV, complete genome		DNA	linear	SYN	04-MAR-2020	MN989412|REGION:|181..580	1		Human immunodeficiency virus 1 (HIV-1)	Human immunodeficiency virus 1	Viruses|Riboviria|Pararnavirae|Artverviricota|Revtraviricetes|Ortervirales|Retroviridae|Orthoretrovirinae|Lentivirus	<unknown id>	repeat_region	1	0	400	1		Human immunodeficiency virus 1	genomic DNA	taxon:11676		5' LTR									J-Lat10.6_HIV									Homo sapiens																							long_terminal_repeat				
MN991175.1	MN991175	Cloning vector pBOB11_C-Term, complete sequence		DNA	linear	SYN	05-FEB-2020	MN991175|REGION:|659..763	1		Cloning vector pBOB11_C-Term	Cloning vector pBOB11_C-Term	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	105	1		Cloning vector pBOB11_C-Term	other DNA	taxon:2705300																																															
MT221180.1	MT221180	Cloning vector CAS9, complete sequence		DNA	linear	SYN	27-APR-2020	MT221180|REGION:|860..964	1		Cloning vector CAS9	Cloning vector CAS9	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	105	1		Cloning vector CAS9	other DNA	taxon:2729177																																															
MT921016.1	MT921016	Vector pTTC_FusionRed_eGFP_3UTR, complete sequence		DNA	linear	SYN	24-NOV-2021	MT921016|REGION:|693..901	1		Vector pTTC_FusionRed_eGFP_3UTR	Vector pTTC_FusionRed_eGFP_3UTR	other sequences|artificial sequences|vectors	<unknown id>	regulatory	1	0	208	1		Vector pTTC_FusionRed_eGFP_3UTR	other DNA	taxon:2897157		CMV promoter			promoter																	Russia																									
MT921016.1	MT921016	Vector pTTC_FusionRed_eGFP_3UTR, complete sequence		DNA	linear	SYN	24-NOV-2021	MT921016|REGION:|693..901	1		Vector pTTC_FusionRed_eGFP_3UTR	Vector pTTC_FusionRed_eGFP_3UTR	other sequences|artificial sequences|vectors	<unknown id>	regulatory	1	0	208	1		Vector pTTC_FusionRed_eGFP_3UTR	other DNA	taxon:2897157		CMV promoter			promoter																	Russia																									
MW079479.1	MW079479	Synthetic construct plasmid pHXB2 D, complete sequence		DNA	linear	SYN	01-DEC-2021	MW079479|REGION:|36..435	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	regulatory	1	0	400	1		synthetic construct	other DNA	taxon:32630		5' LTR			promoter																pHXB2 D																						long_terminal_repeat				
MW079479.1	MW079479	Synthetic construct plasmid pHXB2 D, complete sequence		DNA	linear	SYN	01-DEC-2021	MW079479|REGION:|36..435	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	regulatory	1	0	400	1		synthetic construct	other DNA	taxon:32630		5' LTR			promoter																pHXB2 D																						long_terminal_repeat				
MW079479.1	MW079479	Synthetic construct plasmid pHXB2 D, complete sequence		DNA	linear	SYN	01-DEC-2021	MW079479|REGION:|36..435	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	regulatory	1	0	400	1		synthetic construct	other DNA	taxon:32630		5' LTR			promoter																pHXB2 D																						long_terminal_repeat				
MW398224.1	MW398224	Synthetic construct lipase (lip2*) gene, complete cds		DNA	linear	SYN	25-DEC-2021	MW398224|REGION:|1..45	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	CDS	1	0	45	1		synthetic construct	other DNA	taxon:32630	lip2*	hydrolyzes triglycerides into diglycerides and subsequently into monoglycerides and free fatty acids; secretion signal peptide (xpr2pre) combined with the truncation version removing de sequence of lipase gene (lip2) from Yarrowia lipolytica; YALI1_A21372g	1	11		lipase	UHH89915.1								3.1.1.3																																
MW398224.1	MW398224	Synthetic construct lipase (lip2*) gene, complete cds		DNA	linear	SYN	25-DEC-2021	MW398224|REGION:|1..45	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	CDS	1	0	45	1		synthetic construct	other DNA	taxon:32630	lip2*	hydrolyzes triglycerides into diglycerides and subsequently into monoglycerides and free fatty acids; secretion signal peptide (xpr2pre) combined with the truncation version removing de sequence of lipase gene (lip2) from Yarrowia lipolytica; YALI1_A21372g	1	11		lipase	UHH89915.1								3.1.1.3																																
MW398224.1	MW398224	Synthetic construct lipase (lip2*) gene, complete cds		DNA	linear	SYN	25-DEC-2021	MW398224|REGION:|1..45	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	CDS	1	0	45	1		synthetic construct	other DNA	taxon:32630	lip2*	hydrolyzes triglycerides into diglycerides and subsequently into monoglycerides and free fatty acids; secretion signal peptide (xpr2pre) combined with the truncation version removing de sequence of lipase gene (lip2) from Yarrowia lipolytica; YALI1_A21372g	1	11		lipase	UHH89915.1								3.1.1.3																																
MZ361919.1	MZ361919	Vector pGECmatEcN_lux, complete sequence		DNA	linear	SYN	08-NOV-2021	MZ361919|REGION:|577..613	1		Vector pGECmatEcN_lux	Vector pGECmatEcN_lux	other sequences|artificial sequences|vectors	<unknown id>	regulatory	1	0	37	1		Vector pGECmatEcN_lux	other DNA	taxon:2891585		P2 promoter (PA1 + Ptac25)			promoter																																										
MZ361919.1	MZ361919	Vector pGECmatEcN_lux, complete sequence		DNA	linear	SYN	08-NOV-2021	MZ361919|REGION:|577..613	1		Vector pGECmatEcN_lux	Vector pGECmatEcN_lux	other sequences|artificial sequences|vectors	<unknown id>	regulatory	1	0	37	1		Vector pGECmatEcN_lux	other DNA	taxon:2891585		P2 promoter (PA1 + Ptac25)			promoter																																										
MZ365303.1	MZ365303	Synthetic construct sfGFP-SpyTag003 Loop C gene, partial cds		DNA	linear	SYN	26-JUL-2021	MZ365303|REGION:|597..792	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	misc_feature	1	1	196	1		synthetic construct	other DNA	taxon:32630		residues 174-238 of sfGFP	2	11		sfGFP-SpyTag003 Loop C	QXT49518.1																																								
MZ365303.1	MZ365303	Synthetic construct sfGFP-SpyTag003 Loop C gene, partial cds		DNA	linear	SYN	26-JUL-2021	MZ365303|REGION:|597..792	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	misc_feature	1	1	196	1		synthetic construct	other DNA	taxon:32630		residues 174-238 of sfGFP	2	11		sfGFP-SpyTag003 Loop C	QXT49518.1																																								
MZ365303.1	MZ365303	Synthetic construct sfGFP-SpyTag003 Loop C gene, partial cds		DNA	linear	SYN	26-JUL-2021	MZ365303|REGION:|597..792	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	misc_feature	1	1	196	1		synthetic construct	other DNA	taxon:32630		residues 174-238 of sfGFP	2	11		sfGFP-SpyTag003 Loop C	QXT49518.1																																								
MZ365303.1	MZ365303	Synthetic construct sfGFP-SpyTag003 Loop C gene, partial cds		DNA	linear	SYN	26-JUL-2021	MZ365303|REGION:|597..792	1		synthetic construct	synthetic construct	other sequences|artificial sequences	<unknown id>	misc_feature	1	1	196	1		synthetic construct	other DNA	taxon:32630		residues 174-238 of sfGFP	2	11		sfGFP-SpyTag003 Loop C	QXT49518.1																																								
MZ708019.1	MZ708019	Cloning vector pAAV-SynaptoTAG2, complete sequence		DNA	linear	SYN	30-NOV-2021	MZ708019|REGION:|677..1340	1		Cloning vector pAAV-SynaptoTAG2	Cloning vector pAAV-SynaptoTAG2	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	664	1		Cloning vector pAAV-SynaptoTAG2	other DNA	taxon:2877153			2	11		tdTomato-p2A-EGFP-Syb2	UBZ25896.1																																								
MZ708019.1	MZ708019	Cloning vector pAAV-SynaptoTAG2, complete sequence		DNA	linear	SYN	30-NOV-2021	MZ708019|REGION:|677..1340	1		Cloning vector pAAV-SynaptoTAG2	Cloning vector pAAV-SynaptoTAG2	other sequences|artificial sequences|vectors	<unknown id>	CDS	1	0	664	1		Cloning vector pAAV-SynaptoTAG2	other DNA	taxon:2877153			2	11		tdTomato-p2A-EGFP-Syb2	UBZ25896.1																																								
OK558602.1	OK558602	Vector pHIV-1*BFP, complete sequence		DNA	linear	SYN	07-DEC-2021	OK558602|REGION:|10064..10463	1		Vector pHIV-1*BFP	Vector pHIV-1*BFP	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	400	1		Vector pHIV-1*BFP	other DNA	taxon:2899520		3' LTR	1	11		nef protein	UFQ21802.1																																								
OK558602.1	OK558602	Vector pHIV-1*BFP, complete sequence		DNA	linear	SYN	07-DEC-2021	OK558602|REGION:|10064..10463	1		Vector pHIV-1*BFP	Vector pHIV-1*BFP	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	400	1		Vector pHIV-1*BFP	other DNA	taxon:2899520		3' LTR	1	11		nef protein	UFQ21802.1																																								
OK558602.1	OK558602	Vector pHIV-1*BFP, complete sequence		DNA	linear	SYN	07-DEC-2021	OK558602|REGION:|10064..10463	1		Vector pHIV-1*BFP	Vector pHIV-1*BFP	other sequences|artificial sequences|vectors	<unknown id>	misc_feature	1	0	400	1		Vector pHIV-1*BFP	other DNA	taxon:2899520		3' LTR	1	11		nef protein	UFQ21802.1																																								
OU343118.1	OU343118	Bibio marci genome assembly, chromosome: 5	BioProject:PRJEB45913|BioSample:SAMEA7524263	DNA	linear	INV	06-JUL-2021	OU343118|REGION:|15357183..15357256	1		Bibio marci (St. Mark's fly)	Bibio marci	Eukaryota|Metazoa|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Bibionoidea|Bibionidae|Bibio	<unknown id>	source	1	0	74	1		Bibio marci	genomic DNA	taxon:189979																			5																												
OU696511.1	OU696511	Malus sylvestris genome assembly, chromosome: 9	BioProject:PRJEB47504|BioSample:SAMEA9197672|Sequence Read Archive:ERR6688403, ERR6688721, ERR6688722,|ERR6688723, ERR6688724, ERR6808038, ERR6808039	DNA	linear	PLN	09-FEB-2022	OU696511|REGION:|11049913..11049978	1		Malus sylvestris	Malus sylvestris	Eukaryota|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophyta|Magnoliopsida|eudicotyledons|Gunneridae|Pentapetalae|rosids|fabids|Rosales|Rosaceae|Amygdaloideae|Maleae|Malus	<unknown id>	source	1	0	66	1		Malus sylvestris	genomic DNA	taxon:3752																			9																												
OU964985.1	OU964985	Dolichovespula sylvestris genome assembly, chromosome: 25	BioProject:PRJEB48682|BioSample:SAMEA7746475|Sequence Read Archive:ERR6688640, ERR6688641, ERR6688642,|ERR6688643, ERR6688644, ERR6808023	DNA	linear	INV	29-JAN-2022	OU964985|REGION:|2240901..2240950	1		Dolichovespula sylvestris	Dolichovespula sylvestris	Eukaryota|Metazoa|Ecdysozoa|Arthropoda|Hexapoda|Insecta|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Vespoidea|Vespidae|Vespinae|Dolichovespula	<unknown id>	source	1	0	50	1		Dolichovespula sylvestris	genomic DNA	taxon:85444																			25																												
S60706.1	S60706	nat1=nourseothricin acetyltransferase [Streptomyces noursei, Genomic, 776 nt]		DNA	linear	BCT	23-JUL-1993	S60706|REGION:|207..775	1		Streptomyces noursei	Streptomyces noursei	Bacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	<unknown id>	CDS	1	0	569	1		Streptomyces noursei	genomic DNA	taxon:1971	nat1	Nc AT; NAT	1			nourseothricin acetyltransferase	AAC60439.1																																								
S60706.1	S60706	nat1=nourseothricin acetyltransferase [Streptomyces noursei, Genomic, 776 nt]		DNA	linear	BCT	23-JUL-1993	S60706|REGION:|207..775	1		Streptomyces noursei	Streptomyces noursei	Bacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	<unknown id>	CDS	1	0	569	1		Streptomyces noursei	genomic DNA	taxon:1971	nat1	Nc AT; NAT	1			nourseothricin acetyltransferase	AAC60439.1																																								
S60706.1	S60706	nat1=nourseothricin acetyltransferase [Streptomyces noursei, Genomic, 776 nt]		DNA	linear	BCT	23-JUL-1993	S60706|REGION:|207..775	1		Streptomyces noursei	Streptomyces noursei	Bacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	<unknown id>	CDS	1	0	569	1		Streptomyces noursei	genomic DNA	taxon:1971	nat1	Nc AT; NAT	1			nourseothricin acetyltransferase	AAC60439.1																																								
S60706.1	S60706	nat1=nourseothricin acetyltransferase [Streptomyces noursei, Genomic, 776 nt]		DNA	linear	BCT	23-JUL-1993	S60706|REGION:|207..775	1		Streptomyces noursei	Streptomyces noursei	Bacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces	<unknown id>	CDS	1	0	569	1		Streptomyces noursei	genomic DNA	taxon:1971	nat1	Nc AT; NAT	1			nourseothricin acetyltransferase	AAC60439.1																																								
U46202.1	CVU46202	Cloning vector pDG1729 for ectopic integration into the Bacillus subtilis chromosome, complete sequence		DNA	linear	SYN	13-JAN-1997	U46202|REGION:|9651..9731	1		Cloning vector pDG1729	Cloning vector pDG1729	other sequences|artificial sequences|vectors	<unknown id>	source	1	0	81	1		Cloning vector pDG1729	genomic DNA	taxon:45707																				Bacillus subtilis																											
U55385.2	PPU55385	Plasmid pRL1063a, complete sequence	BioSample:SAMN14228811	DNA	linear	BCT	06-APR-2020	U55385|REGION:|6390..7154	2		Plasmid pRL1063a	Plasmid pRL1063a	other sequences|plasmids	<unknown id>	CDS	-1	0	765	-1		Plasmid pRL1063a	genomic DNA	taxon:47574		from Tn5	1	11		transposase	AAB00447.1														pRL1063a																										
U55385.2	PPU55385	Plasmid pRL1063a, complete sequence	BioSample:SAMN14228811	DNA	linear	BCT	06-APR-2020	U55385|REGION:|6390..7154	2		Plasmid pRL1063a	Plasmid pRL1063a	other sequences|plasmids	<unknown id>	CDS	-1	0	765	-1		Plasmid pRL1063a	genomic DNA	taxon:47574		from Tn5	1	11		transposase	AAB00447.1														pRL1063a																										
